user_id,age,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate,age_group,screen_time_severity,wellness_score,productivity_index,high_screen_time_flag,poor_sleep_flag,reels_to_screen_ratio,stress_level_encoded,gender_Female,gender_Male,gender_Non-Binary,gender_Other,location_Rural,location_Suburban,location_Urban,platform_Instagram Reels,platform_TikTok,platform_YouTube Shorts,age_norm,reels_watch_time_hours_norm,daily_screen_time_hours_norm,scrolling_sessions_day_norm,notifications_per_day_norm,sleep_hours_norm,physical_activity_hours_week_norm,attention_span_score_norm,focus_level_norm,task_completion_rate_norm
1791,18,5.07,12.92,14,39,7.1,3.5,Low,4.76,5.21,38.0,<18,0.7432,0.5499,0.5051,1,0,0.3924,1,0,1,0,0,0,0,1,1,0,0,0.1034,0.6876,0.78,0.6842,0.4643,0.4813,0.3864,0.0958,0.4643,0.423
1792,17,5.0,11.92,14,66,5.72,3.8,High,6.82,4.21,38.0,<18,0.7143,0.4164,0.541,1,1,0.4195,3,0,1,0,0,0,0,1,1,0,0,0.069,0.6775,0.7086,0.6842,0.7857,0.2239,0.4205,0.4513,0.3436,0.423
1793,19,4.36,11.24,13,50,5.99,1.4,High,5.63,2.88,40.2,18-25,0.652,0.3887,0.4598,1,1,0.3879,3,1,0,0,0,0,1,0,0,1,0,0.1379,0.5852,0.66,0.6316,0.5952,0.2743,0.1477,0.2459,0.1832,0.4562
1794,25,1.19,4.62,2,11,8.46,4.6,Medium,10.0,7.31,49.9,18-25,0.2013,0.7413,0.8116,0,0,0.2576,2,0,1,0,0,0,1,0,1,0,0,0.3448,0.1283,0.1871,0.0526,0.131,0.7351,0.5114,1.0,0.7176,0.6027
1795,30,4.1,9.62,10,44,7.75,5.6,Medium,8.46,5.93,43.0,26-35,0.5671,0.6376,0.6804,1,0,0.4262,2,1,0,0,0,0,1,0,0,1,0,0.5172,0.5477,0.5443,0.4737,0.5238,0.6026,0.625,0.7343,0.5511,0.4985
1796,27,2.82,8.51,6,16,7.57,6.8,Low,7.79,5.64,41.7,26-35,0.4286,0.7784,0.6414,1,0,0.3314,1,0,1,0,0,0,0,1,1,0,0,0.4138,0.3632,0.465,0.2632,0.1905,0.569,0.7614,0.6186,0.5161,0.4789
1797,18,5.6,12.81,16,73,6.99,1.6,High,6.55,4.19,35.2,<18,0.7897,0.3498,0.5198,1,0,0.4372,3,0,0,0,1,0,1,0,0,1,0,0.1034,0.764,0.7721,0.7895,0.869,0.4608,0.1705,0.4047,0.3412,0.3807
1798,27,2.98,8.14,8,20,7.57,5.5,Medium,7.66,4.54,25.6,26-35,0.4482,0.713,0.5335,1,0,0.3661,2,1,0,0,0,0,1,0,0,0,1,0.4138,0.3863,0.4386,0.3684,0.2381,0.569,0.6136,0.5962,0.3834,0.2356
1799,22,2.81,8.29,5,9,7.22,4.5,Low,7.8,4.95,35.6,18-25,0.4126,0.7006,0.5927,1,0,0.339,1,1,0,0,0,0,1,0,0,0,1,0.2414,0.3618,0.4493,0.2105,0.1071,0.5037,0.5,0.6204,0.4329,0.3867
1800,27,2.5,8.11,2,13,8.73,7.3,Medium,8.86,6.15,34.5,26-35,0.3609,0.8499,0.669,1,0,0.3083,2,0,1,0,0,0,1,0,0,0,1,0.4138,0.3171,0.4364,0.0526,0.1548,0.7854,0.8182,0.8033,0.5777,0.3701
1801,43,3.03,7.88,11,54,7.58,5.1,Medium,8.89,7.21,44.4,36-45,0.4745,0.5762,0.7474,0,0,0.3845,2,1,0,0,0,0,1,0,0,0,1,0.9655,0.3935,0.42,0.5263,0.6429,0.5709,0.5682,0.8085,0.7055,0.5196
1802,22,4.57,9.84,11,46,5.39,4.7,High,6.84,4.53,30.4,18-25,0.6086,0.5115,0.5234,1,1,0.4644,3,0,0,1,0,0,1,0,0,1,0,0.2414,0.6155,0.56,0.5263,0.5476,0.1623,0.5227,0.4547,0.3822,0.3082
1803,20,4.37,9.5,12,55,6.13,4.0,High,6.06,3.54,28.6,18-25,0.599,0.478,0.4531,1,0,0.46,3,1,0,0,0,0,0,1,1,0,0,0.1724,0.5867,0.5357,0.5789,0.6548,0.3004,0.4432,0.3201,0.2628,0.281
1804,29,2.56,6.56,5,25,8.54,4.8,Low,8.1,6.75,58.1,26-35,0.3555,0.702,0.757,0,0,0.3902,1,1,0,0,0,0,0,1,1,0,0,0.4828,0.3258,0.3257,0.2105,0.2976,0.75,0.5341,0.6721,0.65,0.7266
1805,26,3.88,6.32,10,29,6.95,4.9,Medium,7.29,4.62,26.4,26-35,0.4724,0.6353,0.5266,0,0,0.6139,2,1,0,0,0,0,0,1,0,1,0,0.3793,0.516,0.3086,0.4737,0.3452,0.4534,0.5455,0.5324,0.3931,0.2477
1806,28,3.74,8.96,6,35,7.29,2.2,Medium,8.47,6.11,39.3,26-35,0.4907,0.5198,0.6728,1,0,0.4174,2,0,1,0,0,0,1,0,0,1,0,0.4483,0.4959,0.4971,0.2632,0.4167,0.5168,0.2386,0.736,0.5728,0.4426
1807,21,5.56,14.33,14,57,5.25,0.6,High,5.07,2.72,15.9,18-25,0.8055,0.306,0.3387,1,1,0.388,3,0,1,0,0,0,0,1,0,1,0,0.2069,0.7582,0.8807,0.6842,0.6786,0.1362,0.0568,0.1493,0.1639,0.0891
1808,34,3.03,8.52,9,50,7.17,6.8,Medium,8.32,6.88,48.5,26-35,0.4705,0.6428,0.7316,1,0,0.3556,2,1,0,0,0,0,1,0,0,0,1,0.6552,0.3935,0.4657,0.4211,0.5952,0.4944,0.7614,0.7101,0.6657,0.5816
1809,32,1.85,6.65,3,10,8.05,3.2,Low,7.81,5.44,43.6,26-35,0.2985,0.6753,0.6423,0,0,0.2782,1,0,1,0,0,1,0,0,1,0,0,0.5862,0.2234,0.3321,0.1053,0.119,0.6586,0.3523,0.6221,0.492,0.5076
1810,28,3.15,8.37,8,49,6.82,5.4,High,7.39,5.0,26.2,26-35,0.4633,0.579,0.5431,1,0,0.3763,3,0,1,0,0,0,0,1,1,0,0,0.4483,0.4108,0.455,0.3684,0.5833,0.4291,0.6023,0.5496,0.4389,0.2447
1811,27,5.16,13.57,13,56,7.74,1.2,Medium,6.94,3.69,12.9,26-35,0.7544,0.4214,0.4275,1,0,0.3803,2,0,1,0,0,1,0,0,1,0,0,0.4138,0.7005,0.8264,0.6316,0.6667,0.6007,0.125,0.472,0.2809,0.0438
1812,24,3.88,10.61,8,34,6.19,5.7,Medium,5.53,4.15,21.8,18-25,0.5597,0.622,0.4299,1,0,0.3657,2,1,0,0,0,1,0,0,0,1,0,0.3103,0.516,0.615,0.3684,0.4048,0.3116,0.6364,0.2286,0.3364,0.1782
1813,19,5.25,10.73,14,63,5.72,2.6,High,7.05,3.87,23.8,18-25,0.6984,0.3799,0.4808,1,1,0.4893,3,1,0,0,0,0,0,1,0,1,0,0.1379,0.7135,0.6236,0.6842,0.75,0.2239,0.2841,0.4909,0.3026,0.2085
1814,31,0.62,4.54,2,12,7.35,6.9,Medium,7.37,4.76,38.5,26-35,0.1678,0.7889,0.5821,0,0,0.1366,2,0,1,0,0,0,1,0,0,0,1,0.5517,0.0461,0.1814,0.0526,0.1429,0.528,0.7727,0.5462,0.41,0.4305
1815,30,4.01,10.26,10,18,7.77,4.0,High,7.19,4.49,38.9,26-35,0.5781,0.6683,0.5676,1,0,0.3908,3,0,1,0,0,1,0,0,0,1,0,0.5172,0.5348,0.59,0.4737,0.2143,0.6063,0.4432,0.5151,0.3774,0.4366
1816,24,3.32,10.3,11,50,6.41,2.7,Medium,7.99,6.46,37.4,18-25,0.551,0.4547,0.6612,1,0,0.3223,2,0,0,0,1,0,0,1,0,1,0,0.3103,0.4353,0.5929,0.5263,0.5952,0.3526,0.2955,0.6531,0.615,0.4139
1817,42,2.1,8.58,6,32,6.86,6.0,Low,9.92,7.95,51.8,36-45,0.3906,0.6647,0.8394,1,0,0.2448,1,1,0,0,0,0,1,0,0,0,1,0.931,0.2595,0.47,0.2632,0.381,0.4366,0.6705,0.9862,0.7948,0.6314
1818,40,1.64,5.71,4,1,7.91,2.8,Medium,7.8,5.61,40.2,36-45,0.2734,0.6868,0.6347,0,0,0.2872,2,0,1,0,0,0,1,0,0,0,1,0.8621,0.1932,0.265,0.1579,0.0119,0.6325,0.3068,0.6204,0.5125,0.4562
1819,18,3.72,9.84,8,40,7.91,3.9,Medium,6.97,3.34,33.8,<18,0.5316,0.5907,0.4981,1,0,0.378,2,1,0,0,0,1,0,0,0,0,1,0.1034,0.493,0.56,0.3684,0.4762,0.6325,0.4318,0.4771,0.2387,0.3595
1820,43,2.22,5.39,2,19,6.6,3.6,Low,8.88,6.81,40.6,36-45,0.2774,0.6075,0.7176,0,0,0.4119,1,0,1,0,0,0,0,1,0,1,0,0.9655,0.2768,0.2421,0.0526,0.2262,0.3881,0.3977,0.8067,0.6573,0.4622
1821,23,5.22,9.05,13,43,6.0,4.3,High,7.09,4.15,27.9,18-25,0.6447,0.5281,0.5085,1,0,0.5768,3,0,1,0,0,0,0,1,0,1,0,0.2759,0.7092,0.5036,0.6316,0.5119,0.2761,0.4773,0.4978,0.3364,0.2704
1822,22,1.76,6.45,4,22,8.1,1.4,Low,6.99,4.98,31.9,18-25,0.2985,0.5634,0.5508,0,0,0.2729,1,1,0,0,0,0,1,0,1,0,0,0.2414,0.2105,0.3179,0.1579,0.2619,0.6679,0.1477,0.4806,0.4365,0.3308
1823,15,3.57,8.38,8,46,6.21,2.9,High,7.31,5.29,34.5,<18,0.4868,0.4697,0.5835,1,0,0.426,3,0,1,0,0,0,0,1,0,0,1,0.0,0.4714,0.4557,0.3684,0.5476,0.3153,0.3182,0.5358,0.4739,0.3701
1824,23,4.31,9.28,11,45,8.06,4.1,High,4.73,2.92,33.5,18-25,0.5802,0.586,0.4033,1,0,0.4644,3,1,0,0,0,1,0,0,1,0,0,0.2759,0.578,0.52,0.5263,0.5357,0.6604,0.4545,0.0906,0.188,0.355
1825,29,2.75,8.46,5,16,8.8,5.6,Low,8.78,6.36,53.0,26-35,0.4135,0.7748,0.7466,1,0,0.3251,1,0,1,0,0,0,0,1,0,1,0,0.4828,0.3532,0.4614,0.2105,0.1905,0.7985,0.625,0.7895,0.603,0.6495
1826,18,2.85,6.99,9,24,7.55,3.6,Medium,7.56,3.49,27.0,<18,0.4223,0.6233,0.4975,0,0,0.4077,2,1,0,0,0,0,1,0,0,1,0,0.1034,0.3676,0.3564,0.4211,0.2857,0.5653,0.3977,0.5789,0.2568,0.2568
1827,21,4.99,10.76,13,40,6.32,5.5,High,7.01,4.27,23.2,18-25,0.6748,0.5973,0.4915,1,0,0.4638,3,0,1,0,0,0,0,1,0,1,0,0.2069,0.676,0.6257,0.6316,0.4762,0.3358,0.6136,0.484,0.3509,0.1994
1828,15,3.48,7.95,8,21,7.1,6.5,Medium,7.77,4.89,39.6,<18,0.4711,0.7321,0.6052,0,0,0.4377,2,1,0,0,0,0,0,1,1,0,0,0.0,0.4584,0.425,0.3684,0.25,0.4813,0.7273,0.6152,0.4257,0.4471
1829,34,2.84,8.06,5,21,5.74,4.7,Medium,7.86,4.86,35.0,26-35,0.4085,0.6132,0.5891,1,1,0.3524,2,1,0,0,0,0,1,0,0,0,1,0.6552,0.3661,0.4329,0.2105,0.25,0.2276,0.5227,0.6307,0.422,0.3776
1830,24,3.14,10.77,9,37,7.37,4.5,Medium,8.59,5.32,29.8,18-25,0.5328,0.6059,0.6109,1,0,0.2916,2,1,0,0,0,0,0,1,1,0,0,0.3103,0.4094,0.6264,0.4211,0.4405,0.5317,0.5,0.7567,0.4775,0.2991
1831,21,4.63,9.97,11,31,7.19,8.4,High,6.52,4.18,36.6,18-25,0.6151,0.7743,0.5239,1,0,0.4644,3,1,0,0,0,1,0,0,1,0,0,0.2069,0.6241,0.5693,0.5263,0.369,0.4981,0.9432,0.3995,0.34,0.4018
1832,29,2.7,5.78,5,35,8.08,5.3,Medium,9.72,7.67,51.5,26-35,0.3437,0.6697,0.8211,0,0,0.4671,2,0,1,0,0,0,0,1,0,1,0,0.4828,0.3459,0.27,0.2105,0.4167,0.6642,0.5909,0.9517,0.761,0.6269
1833,15,6.18,16.0,16,62,6.68,2.9,High,5.48,3.59,11.1,<18,0.9016,0.4293,0.3657,1,0,0.3862,3,1,0,0,0,1,0,0,0,1,0,0.0,0.8476,1.0,0.7895,0.7381,0.403,0.3182,0.22,0.2688,0.0166
1834,19,3.76,5.18,8,43,6.29,5.6,High,6.73,5.76,45.0,18-25,0.4173,0.5895,0.6216,0,0,0.7259,3,0,1,0,0,1,0,0,0,1,0,0.1379,0.4987,0.2271,0.3684,0.5119,0.3302,0.625,0.4357,0.5306,0.5287
1835,24,4.29,9.53,9,28,7.52,3.8,Medium,6.52,3.6,31.7,18-25,0.5653,0.6158,0.4836,1,0,0.4502,2,1,0,0,0,0,0,1,0,0,1,0.3103,0.5751,0.5379,0.4211,0.3333,0.5597,0.4205,0.3995,0.2701,0.3278
1836,20,4.72,12.1,8,40,5.88,3.3,High,7.87,6.02,27.9,18-25,0.6434,0.4952,0.6036,1,1,0.3901,3,0,1,0,0,0,1,0,1,0,0,0.1724,0.6371,0.7214,0.3684,0.4762,0.2537,0.3636,0.6324,0.562,0.2704
1837,22,5.12,14.3,10,36,6.83,3.4,High,4.77,3.11,15.7,18-25,0.7405,0.5471,0.3415,1,0,0.358,3,0,1,0,0,0,1,0,1,0,0,0.2414,0.6948,0.8786,0.4737,0.4286,0.431,0.375,0.0975,0.2109,0.0861
1838,16,5.77,14.77,13,50,5.72,0.3,High,6.72,6.33,33.7,<18,0.8181,0.3359,0.5974,1,1,0.3907,3,1,0,0,0,0,0,1,0,1,0,0.0345,0.7885,0.9121,0.6316,0.5952,0.2239,0.0227,0.434,0.5994,0.358
1839,27,3.85,7.99,8,32,7.09,4.1,Medium,6.9,4.32,39.4,26-35,0.4925,0.5981,0.5533,0,0,0.4819,2,1,0,0,0,0,0,1,0,1,0,0.4138,0.5117,0.4279,0.3684,0.381,0.4795,0.4545,0.4651,0.3569,0.4441
1840,19,2.12,4.36,3,23,7.17,7.2,Medium,7.53,5.16,38.3,18-25,0.2562,0.755,0.6015,0,0,0.4862,2,1,0,0,0,0,0,1,0,1,0,0.1379,0.2623,0.1686,0.1053,0.2738,0.4944,0.8068,0.5738,0.4582,0.4275
1841,37,1.32,5.84,2,0,8.5,6.6,Low,7.7,5.62,56.7,36-45,0.239,0.8607,0.6965,0,0,0.226,1,1,0,0,0,0,0,1,0,0,1,0.7586,0.147,0.2743,0.0526,0.0,0.7425,0.7386,0.6031,0.5137,0.7054
1842,16,4.44,10.79,10,37,6.66,5.4,Low,7.64,6.47,51.2,<18,0.6151,0.6161,0.7036,1,0,0.4115,1,0,1,0,0,0,0,1,1,0,0,0.0345,0.5968,0.6279,0.4737,0.4405,0.3993,0.6023,0.5928,0.6163,0.6224
1843,36,0.8,3.1,1,4,8.95,8.7,Medium,8.92,6.52,54.3,36-45,0.1317,0.9449,0.7624,0,0,0.2581,2,0,1,0,0,0,1,0,0,0,1,0.7241,0.0721,0.0786,0.0,0.0476,0.8265,0.9773,0.8136,0.6223,0.6692
1844,26,2.16,5.26,5,33,7.96,4.3,Medium,8.46,6.81,56.0,26-35,0.3009,0.6332,0.7635,0,0,0.4106,2,0,1,0,0,0,0,1,1,0,0,0.3793,0.2681,0.2329,0.2105,0.3929,0.6418,0.4773,0.7343,0.6573,0.6949
1845,15,3.11,7.23,7,47,6.89,5.5,Medium,8.07,5.14,28.7,<18,0.4226,0.5925,0.5818,0,0,0.4302,2,0,1,0,0,0,0,1,0,1,0,0.0,0.405,0.3736,0.3158,0.5595,0.4422,0.6136,0.667,0.4558,0.2825
1846,31,3.03,8.23,8,35,8.29,3.3,Low,7.96,5.77,50.8,26-35,0.4532,0.5984,0.6878,1,0,0.3682,1,0,1,0,0,0,0,1,1,0,0,0.5517,0.3935,0.445,0.3684,0.4167,0.7034,0.3636,0.648,0.5318,0.6163
1847,34,1.32,2.0,4,0,8.48,7.1,Low,9.18,8.41,70.2,26-35,0.163,0.8796,0.9027,0,0,0.66,1,1,0,0,0,1,0,0,0,0,1,0.6552,0.147,0.0,0.1579,0.0,0.7388,0.7955,0.8585,0.8503,0.9094
1848,32,2.39,5.45,9,27,6.7,7.2,Low,9.58,6.63,52.2,26-35,0.3583,0.7241,0.7812,0,0,0.4385,1,0,1,0,0,0,0,1,0,1,0,0.5862,0.3013,0.2464,0.4211,0.3214,0.4067,0.8068,0.9275,0.6356,0.6375
1849,44,2.19,6.71,6,24,8.06,5.3,Medium,8.96,7.36,55.5,36-45,0.3488,0.7082,0.799,0,0,0.3264,2,0,1,0,0,0,1,0,0,0,1,1.0,0.2724,0.3364,0.2632,0.2857,0.6604,0.5909,0.8205,0.7236,0.6873
1850,23,4.72,9.31,11,41,7.08,5.6,High,7.2,4.87,26.4,18-25,0.6036,0.6246,0.5325,1,0,0.507,3,0,1,0,0,0,1,0,1,0,0,0.2759,0.6371,0.5221,0.5263,0.4881,0.4776,0.625,0.5168,0.4233,0.2477
1851,27,3.01,10.61,7,27,7.22,2.3,Medium,9.17,5.71,43.6,26-35,0.5016,0.5498,0.6997,1,0,0.2837,2,1,0,0,0,0,0,1,0,0,1,0.4138,0.3906,0.615,0.3158,0.3214,0.5037,0.25,0.8568,0.5246,0.5076
1852,30,4.04,9.49,14,32,6.92,3.4,High,7.92,6.04,33.7,26-35,0.6005,0.5646,0.6289,1,0,0.4257,3,0,1,0,0,0,1,0,1,0,0,0.5172,0.5391,0.535,0.6842,0.381,0.4478,0.375,0.6411,0.5644,0.358
1853,15,5.69,13.06,10,39,5.16,2.9,High,5.2,2.04,10.0,<18,0.741,0.4576,0.2954,1,1,0.4357,3,0,1,0,0,0,0,1,0,1,0,0.0,0.7769,0.79,0.4737,0.4643,0.1194,0.3182,0.1717,0.0819,0.0
1854,44,0.68,5.11,1,8,7.0,6.6,Low,7.96,6.65,51.2,36-45,0.1753,0.779,0.7213,0,0,0.1331,1,0,1,0,0,0,1,0,0,0,1,1.0,0.0548,0.2221,0.0,0.0952,0.4627,0.7386,0.648,0.638,0.6224
1855,32,2.03,7.21,4,11,8.21,2.7,Low,9.83,7.12,56.8,26-35,0.3324,0.6577,0.8259,0,0,0.2816,1,0,1,0,0,0,0,1,1,0,0,0.5862,0.2494,0.3721,0.1579,0.131,0.6884,0.2955,0.9707,0.6947,0.7069
1856,19,3.35,7.46,9,17,9.36,5.2,Low,6.25,5.73,65.4,18-25,0.4616,0.7754,0.684,0,0,0.4491,1,1,0,0,0,0,1,0,0,1,0,0.1379,0.4396,0.39,0.4211,0.2024,0.903,0.5795,0.3529,0.527,0.8369
1857,20,4.48,7.59,12,44,5.86,5.7,High,5.53,3.39,27.2,18-25,0.5573,0.5746,0.4236,0,1,0.5903,3,0,1,0,0,0,1,0,1,0,0,0.1724,0.6025,0.3993,0.5789,0.5238,0.25,0.6364,0.2286,0.2447,0.2598
1858,32,1.76,5.69,2,10,8.04,4.2,Low,9.03,6.53,54.3,26-35,0.2595,0.7143,0.7666,0,0,0.3093,1,0,0,1,0,0,1,0,0,0,1,0.5862,0.2105,0.2636,0.0526,0.119,0.6567,0.4659,0.8326,0.6235,0.6692
1859,25,3.33,5.37,7,57,6.85,6.6,Medium,8.58,5.27,25.8,18-25,0.3883,0.5986,0.593,0,0,0.6201,2,0,1,0,0,0,0,1,1,0,0,0.3448,0.4368,0.2407,0.3158,0.6786,0.4347,0.7386,0.755,0.4715,0.2387
1860,23,3.7,7.4,13,79,6.47,4.6,Medium,6.35,4.49,44.6,18-25,0.5195,0.428,0.5607,0,0,0.5,2,1,0,0,0,0,0,1,0,1,0,0.2759,0.4901,0.3857,0.6316,0.9405,0.3638,0.5114,0.3701,0.3774,0.5227
1861,18,5.02,11.9,15,49,6.98,4.6,Low,8.53,4.95,33.7,<18,0.7249,0.5532,0.6107,1,0,0.4218,1,1,0,0,0,0,0,1,0,1,0,0.1034,0.6804,0.7071,0.7368,0.5833,0.459,0.5114,0.7463,0.4329,0.358
1862,20,2.29,5.45,5,18,7.79,7.1,Low,8.06,5.9,50.4,18-25,0.3128,0.7909,0.6945,0,0,0.4202,1,0,1,0,0,0,0,1,0,1,0,0.1724,0.2868,0.2464,0.2105,0.2143,0.6101,0.7955,0.6652,0.5475,0.6103
1863,34,2.08,5.88,3,11,7.94,6.5,Low,7.93,5.79,65.9,26-35,0.292,0.7976,0.747,0,0,0.3537,1,0,0,1,0,0,0,1,0,1,0,0.6552,0.2566,0.2771,0.1053,0.131,0.6381,0.7273,0.6428,0.5342,0.8444
1864,33,2.28,5.1,5,27,6.65,4.9,High,8.25,7.09,58.9,26-35,0.3035,0.6318,0.7778,0,0,0.4471,3,1,0,0,0,0,0,1,0,0,1,0.6207,0.2854,0.2214,0.2105,0.3214,0.3974,0.5455,0.698,0.691,0.7387
1865,21,2.74,10.34,7,28,5.88,5.8,High,10.0,7.49,50.5,18-25,0.4799,0.6364,0.8204,1,1,0.265,3,1,0,0,0,0,0,1,0,0,1,0.2069,0.3517,0.5957,0.3158,0.3333,0.2537,0.6477,1.0,0.7393,0.6118
1866,34,1.78,5.94,3,22,8.21,4.9,Low,8.17,5.47,45.2,26-35,0.2769,0.705,0.6623,0,0,0.2997,1,0,1,0,0,0,1,0,1,0,0,0.6552,0.2133,0.2814,0.1053,0.2619,0.6884,0.5455,0.6842,0.4956,0.5317
1867,43,1.07,3.51,3,15,7.79,3.8,Low,8.56,6.58,52.5,36-45,0.1769,0.6718,0.7449,0,0,0.3048,1,1,0,0,0,1,0,0,0,0,1,0.9655,0.111,0.1079,0.1053,0.1786,0.6101,0.4205,0.7515,0.6295,0.642
1868,31,1.04,5.36,8,31,7.95,5.3,Low,9.18,6.87,63.0,26-35,0.2715,0.6793,0.8185,0,0,0.194,1,1,0,0,0,0,0,1,0,0,1,0.5517,0.1067,0.24,0.3684,0.369,0.6399,0.5909,0.8585,0.6645,0.8006
1869,20,5.0,8.83,12,50,5.79,4.7,Medium,6.9,5.36,37.3,18-25,0.6171,0.5114,0.5827,1,1,0.5663,2,1,0,0,0,0,1,0,0,1,0,0.1724,0.6775,0.4879,0.5789,0.5952,0.2369,0.5227,0.4651,0.4824,0.4124
1870,31,2.57,5.19,10,40,6.53,4.8,Medium,7.69,3.9,20.1,26-35,0.3718,0.5772,0.4897,0,0,0.4952,2,0,1,0,0,0,1,0,0,0,1,0.5517,0.3272,0.2279,0.4737,0.4762,0.375,0.5341,0.6014,0.3062,0.1526
1871,27,2.91,6.67,7,33,6.46,4.2,Medium,9.6,7.45,47.3,26-35,0.3976,0.5762,0.7924,0,0,0.4363,2,1,0,0,0,0,0,1,0,0,1,0.4138,0.3762,0.3336,0.3158,0.3929,0.3619,0.4659,0.931,0.7345,0.5634
1872,39,2.29,5.13,5,28,8.17,0.7,Medium,8.26,6.16,39.7,36-45,0.3048,0.517,0.6688,0,0,0.4464,2,1,0,0,0,0,1,0,0,1,0,0.8276,0.2868,0.2236,0.2105,0.3333,0.681,0.0682,0.6997,0.5789,0.4486
1873,44,2.07,5.43,3,11,8.11,4.3,Medium,7.61,5.67,48.4,36-45,0.2802,0.7171,0.6625,0,0,0.3812,2,1,0,0,0,1,0,0,0,1,0,1.0,0.2551,0.245,0.1053,0.131,0.6698,0.4773,0.5876,0.5198,0.5801
1874,43,0.82,2.33,1,0,9.48,6.6,Low,10.0,8.02,62.3,36-45,0.1136,0.8954,0.8861,0,0,0.3519,1,0,1,0,0,0,0,1,0,0,1,0.9655,0.075,0.0236,0.0,0.0,0.9254,0.7386,1.0,0.8032,0.79
1875,36,2.26,6.17,2,0,8.28,6.1,Low,9.45,7.17,48.7,36-45,0.2992,0.8332,0.7825,0,0,0.3663,1,1,0,0,0,0,1,0,1,0,0,0.7241,0.2825,0.2979,0.0526,0.0,0.7015,0.6818,0.9051,0.7007,0.5846
1876,26,1.67,6.11,6,29,8.78,5.0,Low,8.83,6.06,50.1,26-35,0.305,0.7041,0.7261,0,0,0.2733,1,1,0,0,0,0,1,0,1,0,0,0.3793,0.1975,0.2936,0.2632,0.3452,0.7948,0.5568,0.7981,0.5668,0.6057
1877,27,3.26,8.66,12,32,6.89,4.5,Medium,7.42,3.97,30.1,26-35,0.5167,0.6068,0.5222,1,0,0.3764,2,1,0,0,0,0,1,0,0,1,0,0.4138,0.4267,0.4757,0.5789,0.381,0.4422,0.5,0.5548,0.3147,0.3036
1878,31,1.67,4.02,4,20,8.87,4.6,Medium,9.98,8.01,40.2,26-35,0.2328,0.7237,0.798,0,0,0.4154,2,0,0,0,1,0,1,0,1,0,0,0.5517,0.1975,0.1443,0.1579,0.2381,0.8116,0.5114,0.9965,0.802,0.4562
1880,32,1.18,3.23,3,12,7.87,6.3,Medium,9.03,7.3,71.8,26-35,0.176,0.7837,0.8635,0,0,0.3653,2,1,0,0,0,0,0,1,0,0,1,0.5862,0.1268,0.0879,0.1053,0.1429,0.625,0.7045,0.8326,0.7164,0.9335
1881,27,4.67,10.76,10,52,6.48,5.6,High,6.83,4.23,28.8,26-35,0.6271,0.5641,0.5058,1,0,0.434,3,1,0,0,0,0,0,1,0,1,0,0.4138,0.6299,0.6257,0.4737,0.619,0.3657,0.625,0.453,0.346,0.284
1882,42,1.14,6.05,2,19,9.06,5.1,Medium,8.09,6.07,54.0,36-45,0.2343,0.7537,0.7159,0,0,0.1884,2,0,1,0,0,0,1,0,0,1,0,0.931,0.1211,0.2893,0.0526,0.2262,0.847,0.5682,0.6704,0.568,0.6647
1883,35,1.56,2.66,7,21,6.76,8.899999999999999,Low,9.69,7.41,40.2,26-35,0.2227,0.8145,0.7661,0,0,0.5865,1,1,0,0,0,0,1,0,1,0,0,0.6897,0.1816,0.0471,0.3158,0.25,0.4179,1.0,0.9465,0.7296,0.4562
1884,16,5.16,10.15,15,53,6.55,4.2,High,6.54,5.43,40.5,<18,0.6889,0.5079,0.5853,1,0,0.5084,3,0,1,0,0,0,1,0,0,1,0,0.0345,0.7005,0.5821,0.7368,0.631,0.3787,0.4659,0.4029,0.4908,0.4607
1885,15,4.59,11.34,11,44,7.71,5.1,Low,7.07,5.21,45.3,<18,0.6472,0.6165,0.6147,1,0,0.4048,1,1,0,0,0,1,0,0,0,1,0,0.0,0.6184,0.6671,0.5263,0.5238,0.5951,0.5682,0.4944,0.4643,0.5332
1886,35,1.77,4.94,1,19,8.37,5.8,Low,10.0,7.4,67.7,26-35,0.2313,0.7567,0.8849,0,0,0.3583,1,1,0,0,0,0,0,1,1,0,0,0.6897,0.2119,0.21,0.0,0.2262,0.7183,0.6477,1.0,0.7284,0.8716
1887,15,5.97,11.62,14,56,6.48,4.0,High,6.49,2.31,10.0,<18,0.7604,0.4869,0.3503,1,0,0.5138,3,0,1,0,0,0,1,0,0,1,0,0.0,0.8173,0.6871,0.6842,0.6667,0.3657,0.4432,0.3943,0.1144,0.0
1888,30,4.76,11.67,13,38,6.93,1.5,Low,8.59,5.5,47.7,26-35,0.6848,0.4688,0.6879,1,0,0.4079,1,1,0,0,0,0,1,0,0,1,0,0.5172,0.6429,0.6907,0.6316,0.4524,0.4496,0.1591,0.7567,0.4992,0.5695
1889,36,4.71,10.45,8,23,8.74,4.5,Medium,8.74,5.79,46.0,36-45,0.6016,0.7044,0.697,1,0,0.4507,2,0,0,1,0,1,0,0,1,0,0,0.7241,0.6357,0.6036,0.3684,0.2738,0.7873,0.5,0.7826,0.5342,0.5438
